ds,yhat,yhat_lower,yhat_upper
2017-01-29 12:00:00,33739.19323406926,29748.114595321702,37494.64759247763
2017-01-29 13:00:00,33656.28549084909,29777.10362251779,37644.47709168806
2017-01-29 14:00:00,32807.572284751615,28755.359041991094,36637.862129411085
2017-01-29 15:00:00,31934.197148939336,28057.726072579688,35897.855504487175
2017-01-29 16:00:00,32059.86347183286,28060.172253314304,35935.55055451211
2017-01-29 17:00:00,33915.5602343891,30199.8753664171,38071.94120207152
2017-01-29 18:00:00,37266.4979353153,33479.77653649356,40978.58511342794
2017-01-29 19:00:00,40743.285503425774,36696.61904133038,44828.309593147336
2017-01-29 20:00:00,42504.95068147289,38644.04924815008,46379.86192290997
2017-01-29 21:00:00,41382.753749050244,37530.887848661994,45036.748930083675
2017-01-29 22:00:00,37669.602814070764,33599.9236887144,41484.5663700544
2017-01-29 23:00:00,32919.21819401838,28869.156016017987,36893.745432838674
2017-01-30 00:00:00,28888.418789373405,24810.431157896237,32450.45547621661
2017-01-30 01:00:00,26443.363415813932,22464.34517366367,30465.73132174251
2017-01-30 02:00:00,25252.33794620642,21592.19943330657,29074.824430693057
2017-01-30 03:00:00,24406.57882612385,20530.361287496013,28082.23320869809
2017-01-30 04:00:00,23354.793080507698,19067.912303348963,27068.186660408544
2017-01-30 05:00:00,22357.45836429656,18617.24637791742,26504.09725552433
2017-01-30 06:00:00,22169.013869224895,18271.564333220227,26134.583360454766
2017-01-30 07:00:00,23336.44051170771,19441.763593828946,27186.178468363836
2017-01-30 08:00:00,25750.62612567802,21866.626981853147,29424.751075271244
2017-01-30 09:00:00,28749.915194350644,25003.616781911314,32950.36511670638
2017-01-30 10:00:00,31551.783423046698,27270.00114427937,35720.44938651108
2017-01-30 11:00:00,33590.48630552841,29871.504461790126,37600.78695417102
2017-01-30 12:00:00,34584.85991102487,30648.314461171496,38574.870370526325
2017-01-30 13:00:00,34505.71242386111,30553.39850097155,38600.72511955898
2017-01-30 14:00:00,33652.84150771916,29831.712499025965,37610.26067851541
2017-01-30 15:00:00,32767.66079156994,28889.327837107987,36708.78621306798
2017-01-30 16:00:00,32874.22578363327,29244.192067825516,36606.590749699266
2017-01-30 17:00:00,34703.95454643903,30975.980696515508,38336.3051730622
2017-01-30 18:00:00,38022.5576630535,33867.93298861723,41980.77693424454
2017-01-30 19:00:00,41461.20837077164,37565.3742943465,45418.56982297318
2017-01-30 20:00:00,43179.5554327806,39177.91702897047,47401.436328088515
2017-01-30 21:00:00,42009.52871261449,37680.91994132629,45731.224647457995
2017-01-30 22:00:00,38244.745783704246,34461.77829288948,42129.833788284726
2017-01-30 23:00:00,33439.66720712143,29650.53188849751,37386.55331267857
2017-01-31 00:00:00,29351.87349167509,25313.88766367338,33126.50193415503
2017-01-31 01:00:00,26848.296824627974,23050.350981047155,30660.831426017143
2017-01-31 02:00:00,25597.998542233174,21455.43069257749,29604.073147775187
2017-01-31 03:00:00,24692.983026167625,20916.796576407498,28705.972836333767
2017-01-31 04:00:00,23582.70826049588,19855.19401567012,27517.278531870477
2017-01-31 05:00:00,22528.376723515947,18445.657989874195,26548.95131916058
2017-01-31 06:00:00,22285.117535562495,18519.865422151113,26344.40393049403
2017-01-31 07:00:00,23400.558397918718,19492.42324259828,27358.880768309085
2017-01-31 08:00:00,25766.183146787967,21336.823971582122,29398.43996771743
2017-01-31 09:00:00,28720.874550248634,24682.821598960207,32979.14714557405
2017-01-31 10:00:00,31482.582731518618,27797.431004585233,35427.755751435005
2017-01-31 11:00:00,33485.96844783401,29461.85607041107,37476.9183518029
2017-01-31 12:00:00,34450.199513231426,30725.867295691078,38388.66039419364
2017-01-31 13:00:00,34346.33894537359,30485.111034416317,38280.93510547041
2017-01-31 14:00:00,33474.35995126931,29703.799694021036,37369.947639289225
2017-01-31 15:00:00,32575.77106922213,28558.89219644221,36697.86436293841
2017-01-31 16:00:00,32674.641789176047,28603.478157122452,36384.67576946043
2017-01-31 17:00:00,34502.32398011853,30407.37167698971,38493.677835817536
2017-01-31 18:00:00,37824.38364213906,34079.66703971875,42146.99191961115
2017-01-31 19:00:00,41271.77382964379,37323.25976644157,45074.73637680892
2017-01-31 20:00:00,43003.851277316455,39090.20513285062,46809.2284816597
2017-01-31 21:00:00,41852.186639935506,38058.05235549073,45742.715093359846
2017-01-31 22:00:00,38109.97661483208,34023.47441471019,42135.28129828294
2017-01-31 23:00:00,33331.20550432195,29437.613047421248,37595.52011865016
2017-02-01 00:00:00,29272.929150146017,25503.86165328944,33544.4818835894
2017-02-01 01:00:00,26801.514230188874,23215.569307612466,30585.906689938336
2017-02-01 02:00:00,25585.4237921494,21568.193327043653,29507.074363942116
2017-02-01 03:00:00,24716.039600798482,20931.0882472255,28777.315167300352
2017-02-01 04:00:00,23642.181421107052,19753.82908282905,27627.86620811824
2017-02-01 05:00:00,22624.40679973118,18692.270915416233,26881.745973201127
2017-02-01 06:00:00,22417.202147310367,18274.905095656857,26141.579335823437
2017-02-01 07:00:00,23567.563542692093,19696.63802065196,27727.123388639702
2017-02-01 08:00:00,25966.362963574,22025.749779991336,29925.60345525121
2017-02-01 09:00:00,28951.89946370165,24895.252694725383,32753.14801705746
2017-02-01 10:00:00,31741.575566172636,27938.956028935885,35589.44038139316
2017-02-01 11:00:00,33769.54800249797,29816.92596340425,37816.250337190504
2017-02-01 12:00:00,34754.53098724019,30797.133706931138,38576.47821416502
2017-02-01 13:00:00,34667.19052037961,30766.477770978498,38608.0447445256
2017-02-01 14:00:00,33807.16475291216,29805.27365883839,37596.69101777701
2017-02-01 15:00:00,32915.693663469676,28781.87097359042,36982.22208401608
2017-02-01 16:00:00,33016.64831011827,29080.524935573776,36744.356750550396
2017-02-01 17:00:00,34841.254939277205,31106.357229460664,38870.07299530692
2017-02-01 18:00:00,38155.028435915265,34248.005471550685,42290.11386734033
2017-02-01 19:00:00,41588.945938003264,37662.332179383644,45425.55865906072
2017-02-01 20:00:00,43302.46314248325,39209.51879047068,47155.41485976003
2017-02-01 21:00:00,42127.32321355694,38245.614148614426,46168.88248721326
2017-02-01 22:00:00,38356.96658465458,34387.501391637496,41987.84371000531
2017-02-01 23:00:00,33545.689239421066,29392.627350580842,37435.175461847306
2017-02-02 00:00:00,29450.922446420624,25580.131887358802,33528.18817388072
2017-02-02 01:00:00,26939.46699738199,22990.951056967202,31114.42332570525
2017-02-02 02:00:00,25680.27288389802,21700.272251587267,29544.48001252198
2017-02-02 03:00:00,24765.25506915718,20649.788259707955,28759.462071134018
2017-02-02 04:00:00,23643.805563773465,19531.70245914757,27759.103585297
2017-02-02 05:00:00,22577.085460061964,18515.12769701987,26455.255758369065
2017-02-02 06:00:00,22320.207830492473,18637.105062195715,26008.403618685636
2017-02-02 07:00:00,23420.81001664101,19555.636596493026,27221.58955380875
2017-02-02 08:00:00,25770.41112699708,21831.001679881756,29606.43967261718
2017-02-02 09:00:00,28707.95437509023,24562.77953665026,33027.30396066559
2017-02-02 10:00:00,31451.474646699477,27136.798263154833,35346.624302360644
2017-02-02 11:00:00,33435.74053972322,29688.6095681223,37284.84558638725
2017-02-02 12:00:00,34380.04917978097,30652.176308445876,38204.80185806219
2017-02-02 13:00:00,34255.61241878275,30570.653079319243,38300.748090174915
2017-02-02 14:00:00,33362.569555819806,29612.352884427335,37464.31067820955
2017-02-02 15:00:00,32442.60993121839,28431.288469732124,36215.41328989823
2017-02-02 16:00:00,32519.99575094399,28400.10094700792,36623.9156595636
2017-02-02 17:00:00,34326.2805107279,30390.191613718005,38053.577912261906
2017-02-02 18:00:00,37627.23757954799,33748.87127001618,41526.63879282775
2017-02-02 19:00:00,41054.02983297896,37241.902716463934,45273.6219326567
2017-02-02 20:00:00,42766.22291582566,38754.0409831393,46842.07196349611
2017-02-02 21:00:00,41595.59209244893,37616.358754037086,45549.64743649234
2017-02-02 22:00:00,37835.53100206647,33789.42648367987,41337.913146310195
2017-02-02 23:00:00,33040.20992475975,29201.174155473742,36929.73086327253
2017-02-03 00:00:00,28966.85653577582,24905.55394860985,33099.58301339082
2017-02-03 01:00:00,26481.992190825695,22562.770362559902,30255.401268886828
2017-02-03 02:00:00,25254.214652954164,21186.349039474895,29510.517518259687
2017-02-03 03:00:00,24375.017883438573,20604.285016326667,28594.760344881775
2017-02-03 04:00:00,23293.30905985913,19351.07138411113,27180.812219715182
2017-02-03 05:00:00,22269.706413538544,17986.32968377417,26082.616985264656
2017-02-03 06:00:00,22058.72872309209,18191.05513035832,26311.159238422137
2017-02-03 07:00:00,23207.37490922419,19316.872468251877,27092.32709509489
2017-02-03 08:00:00,25606.489459281896,21673.717344270808,29608.557430673023
2017-02-03 09:00:00,28594.31321322803,24314.603495055453,32585.864508628514
2017-02-03 10:00:00,31388.159795542764,27403.74209603502,35155.476731071925
2017-02-03 11:00:00,33422.06682477324,29445.278632311063,37422.31864544234
2017-02-03 12:00:00,34414.600091196575,30194.17740297177,37983.15367942348
2017-02-03 13:00:00,34336.24918626851,30496.381480329524,38388.67318635506
2017-02-03 14:00:00,33486.44960943814,29741.692598343154,37424.713174978024
2017-02-03 15:00:00,32606.214581276814,28845.382540050403,36636.457280098126
2017-02-03 16:00:00,32719.166802293472,28816.884481589885,36515.47647850992
2017-02-03 17:00:00,34556.26541403633,30394.997915939282,38352.06364158878
2017-02-03 18:00:00,37882.742610259775,33821.165822694,41877.281594419845
2017-02-03 19:00:00,41329.28068899122,37496.34538952069,45285.160379728906
2017-02-03 20:00:00,43055.032022485495,39156.896188322804,47028.6593739467
2017-02-03 21:00:00,41891.43182170318,37528.94640167972,45550.23621379785
2017-02-03 22:00:00,38131.611931766376,34127.87190417406,42216.62449118185
2017-02-03 23:00:00,33329.56319550595,29732.003716421845,37298.80732673463
2017-02-04 00:00:00,29242.419311721576,25301.745747318928,33108.400320973444
2017-02-04 01:00:00,26736.695179650425,22835.20165253078,30652.39283283717
2017-02-04 02:00:00,25481.070617668425,21380.75491851095,29384.65337559456
2017-02-04 03:00:00,24567.210056817,20557.624851403038,28507.328852864404
2017-02-04 04:00:00,23444.278367682455,19762.786093218263,27466.41329546568
2017-02-04 05:00:00,22373.23642670821,18246.034735743382,26011.701860437854
2017-02-04 06:00:00,22109.0272775914,18280.765177892798,25999.380409652575
2017-02-04 07:00:00,23199.151371882923,19188.304578783038,26918.56199965938
2017-02-04 08:00:00,25535.026665877813,21377.707802138833,29327.590493042975
2017-02-04 09:00:00,28455.533166872363,24479.868231673147,32243.042542813924
2017-02-04 10:00:00,31178.682287042117,27399.11901383984,35046.980380762194
2017-02-04 11:00:00,33139.26021812892,29245.145396217256,37034.546615865795
2017-02-04 12:00:00,34056.62361391042,30166.506167613636,38061.99385658576
2017-02-04 13:00:00,33902.08616247345,29910.977716230656,38065.019413157934
2017-02-04 14:00:00,32975.93118456969,28834.550021217157,36871.85244533427
2017-02-04 15:00:00,32020.03360012116,27824.15807744461,36016.69518145446
2017-02-04 16:00:00,32058.881624152255,27958.51981634445,35801.69754953702
2017-02-04 17:00:00,33824.29356591549,29764.579342496574,37787.87248724987
2017-02-04 18:00:00,37082.3443081335,33061.363078224276,40874.77354672614
2017-02-04 19:00:00,40464.532374439565,36498.33139089687,44329.85868470825
2017-02-04 20:00:00,42130.79019041079,38547.646421416466,45845.29901684622
2017-02-04 21:00:00,40913.28752767905,36859.61477830093,44623.42967682428
2017-02-04 22:00:00,37105.83648371502,32953.47675839535,40859.04377398111
2017-02-04 23:00:00,32263.01629030326,28428.712282876,36153.328453186296
2017-02-05 00:00:00,28142.537746873135,24328.8328943906,32048.080209287305
2017-02-05 01:00:00,25611.38681928272,21737.586554598805,29511.631472672492
2017-02-05 02:00:00,24338.631918271334,20418.216977545817,28181.343968675385
2017-02-05 03:00:00,23416.238758959193,19641.1746278414,27342.942875215445
2017-02-05 04:00:00,22293.58237287383,18387.930985901294,26100.54592808472
2017-02-05 05:00:00,21231.739926952407,17271.35142082578,25105.3924484165
2017-02-05 06:00:00,20985.6752395238,16972.43772666734,24951.257766042458
2017-02-05 07:00:00,22102.813497432544,18174.558461074288,25897.675950467532
2017-02-05 08:00:00,24474.401961019274,20682.48200448589,28211.214609684655
2017-02-05 09:00:00,27439.05624076461,23543.600062761878,31621.67541646486
2017-02-05 10:00:00,30214.432486604128,25934.630786624,34135.21636540363
2017-02-05 11:00:00,32234.8746678499,28585.118020547634,36097.7037956627
2017-02-05 12:00:00,33219.21518272289,29381.539791538482,37187.3629651423
2017-02-05 13:00:00,33138.16732432115,29110.374514077335,36896.91306864194
2017-02-05 14:00:00,32291.344664036227,28626.965014283167,36048.97335152918
2017-02-05 15:00:00,31419.890615409397,27937.930898764942,35557.794094073266
2017-02-05 16:00:00,31547.508446349937,27517.873932624778,35455.076525945035
2017-02-05 17:00:00,33405.18701521398,29635.379520177252,37126.99240603648
2017-02-05 18:00:00,36758.13669655283,32759.514195088283,40689.919126819164
2017-02-05 19:00:00,40236.9662934768,36055.30243984629,44304.99270678295
2017-02-05 20:00:00,42000.70342144329,38057.007512744545,46322.48423681914
2017-02-05 21:00:00,40880.6082312638,36663.4612353562,44947.119920577956
2017-02-05 22:00:00,37169.58870011845,33155.65804775785,41176.71156091764
2017-02-05 23:00:00,32421.365013735413,28306.407881165735,36471.49494526423
2017-02-06 00:00:00,28392.75593888738,24584.475783820464,32384.97345958215
2017-02-06 01:00:00,25949.920156068787,21952.172369371052,29673.820922323823
2017-02-06 02:00:00,24761.14340128626,21060.236058014358,28527.795488732532
2017-02-06 03:00:00,23917.661982247908,19854.282699255473,28007.5324331823
2017-02-06 04:00:00,22868.18278373541,18934.797465767017,26601.827850231915
2017-02-06 05:00:00,21873.183319504416,18185.81048109866,25684.56995055509
2017-02-06 06:00:00,21687.102638507353,17906.944270069853,25814.860825182986
2017-02-06 07:00:00,22856.92151282486,19042.25248068373,26815.493308409896
2017-02-06 08:00:00,25273.527630396056,21128.290226589055,29517.664265202897
2017-02-06 09:00:00,28275.265327489313,24349.59885273228,32128.888746538847
2017-02-06 10:00:00,31079.610160434415,27361.51628795,35080.71856992769
2017-02-06 11:00:00,33120.81747250339,29111.17693218508,37288.44844562548
2017-02-06 12:00:00,34117.72318156081,30423.56063388806,38299.87131241691
2017-02-06 13:00:00,34041.13531851045,30425.126235443928,38255.553254756574
2017-02-06 14:00:00,33190.85139251154,29208.29681130188,37044.71491793613
2017-02-06 15:00:00,32308.284876530077,28216.194945585477,36045.21784120532
2017-02-06 16:00:00,32417.4911211298,28609.586480772352,35977.32717626634
2017-02-06 17:00:00,34249.88803010516,30393.061194127025,38243.98603303237
2017-02-06 18:00:00,37571.18602598988,33883.606952659175,41270.619982307086
2017-02-06 19:00:00,41012.558184574584,37158.546234292306,45049.054431643315
2017-02-06 20:00:00,42733.653106116224,38897.782197902336,46645.697690756584
2017-02-06 21:00:00,41566.40048927707,37435.55505069334,45445.21387191399
2017-02-06 22:00:00,37804.4177418441,33976.543655391164,41604.29967036917
2017-02-06 23:00:00,33002.16525777824,29108.48539875166,37129.03862562602
2017-02-07 00:00:00,28917.223377070226,24925.50780701436,32980.96123262931
2017-02-07 01:00:00,26416.524117233083,22711.256208234303,30563.414049216415
2017-02-07 02:00:00,25169.128643479384,21383.46432509405,29044.165190601358
2017-02-07 03:00:00,24267.04116465252,20188.82790693467,28124.773006981744
2017-02-07 04:00:00,23159.719491066415,19198.879837502966,27226.104075779815
2017-02-07 05:00:00,22108.36592588089,18212.23408884303,25921.600767063283
2017-02-07 06:00:00,21868.109413132104,18013.920047162268,25738.549054095503
2017-02-07 07:00:00,22986.577475987895,19113.4542779123,26684.87192753945
2017-02-07 08:00:00,25355.253772041353,21394.287950067064,29156.857247419044
2017-02-07 09:00:00,28313.020888973075,24347.861759071817,31920.453254677
2017-02-07 10:00:00,31077.828768485688,27058.101347064934,34921.38347232055
2017-02-07 11:00:00,33084.337984988815,28911.897081832572,36853.019416506126
2017-02-07 12:00:00,34051.71616880661,29956.5758078989,38223.92677222898
2017-02-07 13:00:00,33951.026152280465,30209.256553563628,37588.633965275745
2017-02-07 14:00:00,33082.24095582787,29107.162621894193,37261.44026366995
2017-02-07 15:00:00,32186.868930466742,28440.133941220774,35914.61122873643
2017-02-07 16:00:00,32288.979377261934,28529.83288245277,35860.101785929764
2017-02-07 17:00:00,34119.92397523546,30064.025098277278,38143.417088366434
2017-02-07 18:00:00,37445.2685332178,33520.86899761155,41543.68291437158
2017-02-07 19:00:00,40895.96591373083,37060.040051159536,44965.04495026915
2017-02-07 20:00:00,42631.372657649255,38558.75203653769,46678.837599304024
2017-02-07 21:00:00,41483.05922541872,37733.57151289074,45279.23496755389
2017-02-07 22:00:00,37744.222118674035,33564.56401984544,41851.23902131205
2017-02-07 23:00:00,32968.84544307395,29201.869209776774,36884.82380194731
2017-02-08 00:00:00,28913.984842431128,24902.671250673957,32642.23801759005
2017-02-08 01:00:00,26446.006795231027,22342.49220774701,30530.610337392874
2017-02-08 02:00:00,25233.374149926807,21040.12665567997,29234.705460006837
2017-02-08 03:00:00,24367.468469701933,20463.904468968,28717.576017524952
2017-02-08 04:00:00,23297.109317560404,19401.742163763865,27372.7537734384
2017-02-08 05:00:00,22282.854036795135,18336.423521651162,26417.093350808274
2017-02-08 06:00:00,22079.188834170996,17998.884627752795,25778.20705200497
2017-02-08 07:00:00,23233.109582861987,19405.073624835826,27102.687518021074
2017-02-08 08:00:00,25635.4880547022,21532.267765822686,29144.346551229417
2017-02-08 09:00:00,28624.6230960607,24567.245675701786,32552.254558295095
2017-02-08 10:00:00,31417.917021808917,27172.306667440702,35228.40381596683
2017-02-08 11:00:00,33449.52635418273,29469.422212577374,37421.593788980535
2017-02-08 12:00:00,34438.16509786732,30483.512816670664,38618.59646163908
2017-02-08 13:00:00,34354.499041601004,30351.94446579188,38331.719207347145
2017-02-08 14:00:00,33498.16612416133,29752.517444382764,37336.60354413376
2017-02-08 15:00:00,32610.406111523494,28692.641051248153,36765.40652283216
2017-02-08 16:00:00,32715.089847785384,28663.566440789175,36314.76992674005
2017-02-08 17:00:00,34543.443364582665,30663.32285469,38479.57017424132
2017-02-08 18:00:00,37860.98133108547,33958.489019510904,41598.88624727586
2017-02-08 19:00:00,41298.680669114576,37272.90665493796,45266.73508803382
2017-02-08 20:00:00,43015.99685783486,39020.41138564568,47066.236815755
2017-02-08 21:00:00,41844.67284335174,37947.09267050202,45936.59806924419
2017-02-08 22:00:00,38078.14884002788,34025.43130276453,41794.4433351072
2017-02-08 23:00:00,33270.720611686054,29578.959098915926,37201.380501598214
2017-02-09 00:00:00,29179.819205901455,25172.894914450728,33309.46564708503
2017-02-09 01:00:00,26672.245193009316,22386.068138471986,30215.50430255578
2017-02-09 02:00:00,25416.94834247075,21298.8934014882,29353.968404535128
2017-02-09 03:00:00,24505.843394076823,20708.42562975317,28212.694996838243
2017-02-09 04:00:00,23388.32213468224,19238.670192175905,27126.79326837668
2017-02-09 05:00:00,22325.545432068502,18370.19739253869,26234.735487216836
2017-02-09 06:00:00,22072.626133280024,18099.146020865228,26052.187175506064
2017-02-09 07:00:00,23177.201353621538,19696.87850143562,27354.738213760113
2017-02-09 08:00:00,25530.78997508365,21591.64847158786,29472.546302657138
2017-02-09 09:00:00,28472.334983375004,24476.892691902096,32684.4914158752
2017-02-09 10:00:00,31219.871036606422,26926.564334925748,35147.13191927959
2017-02-09 11:00:00,33208.16650323573,29314.59884790398,37231.720053147656
2017-02-09 12:00:00,34156.5182795354,30314.84319327374,38422.824059150786
2017-02-09 13:00:00,34036.137987333896,30013.449777808135,37833.95737387464
2017-02-09 14:00:00,33147.1646945986,29091.892558434276,37116.86360659655
2017-02-09 15:00:00,32231.287510588125,28097.390327878336,36005.6221392831
2017-02-09 16:00:00,32312.768408770153,28603.802471641964,36484.75344915013
2017-02-09 17:00:00,34123.16065259212,30459.625946787775,38373.78695513893
2017-02-09 18:00:00,37428.237377505124,33191.969510026734,41577.55252592727
2017-02-09 19:00:00,40859.16122528029,36590.703421764585,44763.50838437272
2017-02-09 20:00:00,42575.49760633164,38456.96668440941,46734.31293881593
2017-02-09 21:00:00,41409.021550045065,37427.87559811353,45368.57076335495
2017-02-09 22:00:00,37653.12646032258,33768.629637770864,41653.140911670525
2017-02-09 23:00:00,32861.9823808301,29080.810467823314,36823.716282202564
2017-02-10 00:00:00,28792.81675066312,25156.755434456187,32766.232534909715
2017-02-10 01:00:00,26312.15068835131,22268.904999760256,30097.340112271046
2017-02-10 02:00:00,25088.581719404596,21014.278138570182,28937.320455870624
2017-02-10 03:00:00,24213.603567019985,20328.319680519417,28032.16601476902
2017-02-10 04:00:00,23136.12317059111,19432.512799622542,26950.939280445244
2017-02-10 05:00:00,22116.75852230568,18454.62150097608,25965.004194751862
2017-02-10 06:00:00,21910.028161545877,18109.0249253819,26020.96400378845
2017-02-10 07:00:00,23062.930769267623,19083.988208685896,27083.656051683178
2017-02-10 08:00:00,25466.31059263835,21375.33802599701,29321.597270880724
2017-02-10 09:00:00,28458.408231087702,24464.807526986566,32518.395237131932
2017-02-10 10:00:00,31256.537067984453,27285.11859240491,35152.321778319165
2017-02-10 11:00:00,33294.73448097188,29264.83472636306,37354.98886983772
2017-02-10 12:00:00,34291.566018289865,30327.803337476962,38340.44311542994
2017-02-10 13:00:00,34217.521029539595,30218.100646196854,37954.09344260726
2017-02-10 14:00:00,33372.03477185722,29269.16194394865,37390.03547858326
2017-02-10 15:00:00,32496.120223261853,28541.02152465195,36161.524316672396
2017-02-10 16:00:00,32613.399841063292,28525.585211134392,36253.71418310044
2017-02-10 17:00:00,34454.83252380822,30543.229639582383,38571.59029815928
2017-02-10 18:00:00,37785.65022164588,33664.244559961604,41708.99763367198
2017-02-10 19:00:00,41236.534988820116,37580.69723814829,45328.16623746532
2017-02-10 20:00:00,42966.63895358367,38834.93190236556,46763.244702001204
2017-02-10 21:00:00,41807.3970827088,37766.71719671881,45827.16694308854
2017-02-10 22:00:00,38051.94097678858,33957.67782117717,41897.269444285055
2017-02-10 23:00:00,33254.261233803794,29402.634970604482,37150.55533382595
2017-02-11 00:00:00,29171.49130797208,25296.601334080777,33048.082794089154
2017-02-11 01:00:00,26670.145853391205,22851.607872814842,30514.157662933012
2017-02-11 02:00:00,25418.90444296613,21387.879644118504,29249.518494393065
2017-02-11 03:00:00,24509.431262473678,20749.008497048926,28176.077507133094
2017-02-11 04:00:00,23390.890937156983,19545.636227264105,27284.405934190716
2017-02-11 05:00:00,22324.244097554372,18416.494991763677,26009.382202822097
2017-02-11 06:00:00,22064.433541684342,18342.323530323436,26228.925301640655
2017-02-11 07:00:00,23158.95947521358,19126.46083737024,27093.26289403604
2017-02-11 08:00:00,25499.23960844508,21107.328130163485,29340.830888943055
2017-02-11 09:00:00,28424.153702635587,24302.165787451715,32194.865758679625
2017-02-11 10:00:00,31151.71292368277,27199.96464732526,35070.83063498463
2017-02-11 11:00:00,33116.703217549344,29031.36630257106,37442.7812604585
2017-02-11 12:00:00,34038.48099143885,30091.287753964567,38142.40623376057
2017-02-11 13:00:00,33888.35968735656,29905.26109004429,37758.79798512399
2017-02-11 14:00:00,32966.62237983198,29009.669308533925,36937.175237368436
2017-02-11 15:00:00,32015.1437426528,28006.7610686715,36019.00051817558
2017-02-11 16:00:00,32058.411744361572,28043.686355868314,36109.64656724549
2017-02-11 17:00:00,33828.24444826956,29753.671769849432,37742.52989610605
2017-02-11 18:00:00,37090.71649085101,32876.43457320387,41093.602976497576
2017-02-11 19:00:00,40477.326149645894,36619.026631675704,44466.75498361736
2017-02-11 20:00:00,42148.005604233134,38216.79098515194,45923.13778008867
2017-02-11 21:00:00,40934.924380294804,37034.538837467626,44664.758650053314
2017-02-11 22:00:00,37131.89432964583,33185.730680501634,41120.54018294958
2017-02-11 23:00:00,32293.523793372962,28514.732812179132,36062.00417994976
2017-02-12 00:00:00,28177.49397025506,24399.976815251877,32321.35957109431
2017-02-12 01:00:00,25650.79058052935,21787.14327050299,29494.755029979206
2017-02-12 02:00:00,24382.48178961256,20711.72912190918,28283.80697640708
2017-02-12 03:00:00,23464.53306731579,19679.786296049733,27344.008158041855
2017-02-12 04:00:00,22346.319200499656,18527.273447278298,26305.718487405455
2017-02-12 05:00:00,21288.91711114469,17578.11381520575,25100.547710460163
2017-02-12 06:00:00,21047.290372792686,16638.03948139681,25001.52012908368
2017-02-12 07:00:00,22168.863928171355,18127.514479795103,26346.16905495124
2017-02-12 08:00:00,24544.884793386067,20394.145743411344,28605.537488500926
2017-02-12 09:00:00,27513.9683349752,23512.997940359615,31346.449042946748
2017-02-12 10:00:00,30293.770459027266,26144.784020592324,34048.044264239135
2017-02-12 11:00:00,32318.634891961407,28317.448498970476,36217.02385294064
2017-02-12 12:00:00,33307.39378838727,29411.320306827918,37288.392441537064
2017-02-12 13:00:00,33230.76019873359,29237.99868568916,37432.231058861704
2017-02-12 14:00:00,32388.34745191214,28371.35059834504,36116.734438198735
2017-02-12 15:00:00,31521.298719255035,27702.974055248804,35338.21166734016
2017-02-12 16:00:00,31653.317026793266,27748.020051787982,35603.46225286628
2017-02-12 17:00:00,33515.390991237866,29593.07961123426,37268.1144698361
2017-02-12 18:00:00,36872.7307462498,32757.315008582304,40667.2912736505
2017-02-12 19:00:00,40355.94485374212,36312.29436933863,44413.620221136945
2017-02-12 20:00:00,42124.060689115926,37870.886445161676,45648.80148215846
2017-02-12 21:00:00,41008.33816291865,36912.67948367562,44921.536164758894
2017-02-12 22:00:00,37301.68501281564,33295.76142681225,41197.14343025233
2017-02-12 23:00:00,32557.821185344772,28463.883758147287,36761.247764270825
2017-02-13 00:00:00,28533.565208498578,24854.878850496814,32890.27552962161
2017-02-13 01:00:00,26095.075524467044,22140.726608297682,30436.98345580714
2017-02-13 02:00:00,24910.63763134569,21163.169822315056,28881.29050798093
2017-02-13 03:00:00,24071.487599462373,20083.207281944495,27880.519932779942
2017-02-13 04:00:00,23026.332076703035,18949.667686306773,27183.357545901006
2017-02-13 05:00:00,22035.64834052843,17910.890188150668,25939.366355188027
2017-02-13 06:00:00,21853.875203713847,17850.36680349675,25544.829136810284
2017-02-13 07:00:00,23027.99320333995,19082.504752977777,26993.7724586238
2017-02-13 08:00:00,25448.889792142552,21587.187620475685,29353.639753082098
2017-02-13 09:00:00,28454.909072331717,24576.430359832993,32231.412296998795
2017-02-13 10:00:00,31263.526366400565,27311.856671584625,35104.43628579544
2017-02-13 11:00:00,33308.99678442723,29658.419154236763,37234.592057192334
2017-02-13 12:00:00,34310.156011774976,30657.420400768755,38160.682595750135
2017-02-13 13:00:00,34237.81184727633,30017.542529548336,38339.65381801337
2017-02-13 14:00:00,33391.76156877738,29400.43269660455,37204.60456932066
2017-02-13 15:00:00,32513.418418477362,28775.05152404088,36409.48791996423
2017-02-13 16:00:00,32626.837516805794,28728.541089840266,36598.672107819104
2017-02-13 17:00:00,34463.43653795897,30428.219575028503,38577.734674663116
2017-02-13 18:00:00,37788.92567591616,34028.694874988345,41702.229101770215
2017-02-13 19:00:00,41234.47777792427,37592.28812642519,45291.990532681986
2017-02-13 20:00:00,42959.74121711586,39119.84025824777,46853.55647642783
2017-02-13 21:00:00,41796.64546513747,37816.47708636134,45774.572792858264
2017-02-13 22:00:00,38038.807704083316,34030.77844680626,41671.12931459545
2017-02-13 23:00:00,33240.68810169168,29123.942183124516,37034.56863597099
2017-02-14 00:00:00,29159.866774162736,25127.12264956927,32805.85654764301
2017-02-14 01:00:00,26663.27551483034,22775.554542031172,30377.844590850364
2017-02-14 02:00:00,25419.975265720434,21388.756737743057,29292.297109674484
2017-02-14 03:00:00,24521.97001329842,20513.36455526622,28628.03955404049
2017-02-14 04:00:00,23418.717346279343,19365.986112818548,27431.990270526338
2017-02-14 05:00:00,22371.419347120394,18445.118717222864,26399.483288867774
